venue_name	venue_type_name	venue_type_url	venue_description	location_start_date	location_end_date	address_locality	address_region	postal_code	street_address	latitude	longitude	citation_name	citation_url	same_as_url
Kriterion	Art house cinema	https://homernetwork.github.io/vocabulary/venues/Art_house_cinema	Filmtheater Kriterion, officieel Vereniging Onderlinge Studentensteun Kriterion (V.O.S.S. Kriterion), is een door studenten geëxploiteerde bioscoop en studentenvereniging aan de Roetersstraat 170 in Amsterdam. Het is voortgekomen uit het studentenverzet tijdens de Tweede Wereldoorlog.	1945-11-06		Amsterdam	NH	1018 WE	Roetersstraat 170	52.3625	4.910556	Cinema Context	http://www.cinemacontext.nl/	http://www.cinemacontext.nl/id/B000016
