"id"	"name"	"description"	"additionalTypeId"	"additionalTypeName"	"startDate"	"endDate"	"addressLocality"	"addressRegion"	"postalCode"	"streetAddress"	"latitude"	"longitude"	"citation"	"sameAs"
"http://www.cinemacontext.nl/id/B001476"	"Juliana"	"Gevestigd in Hotel-Café-Restaurant 'Suisse'"			1910-11-23	1911-02-28	"Venlo"			"Vleesstraat 45"	51.3689	6.16841		"http://www.cinemacontext.nl/id/B001476"
"http://www.cinemacontext.nl/id/B000447"	"Apollo"				1910-12-01	1911-02-28	"Enschede"			"Burgemeesterstraat 48 / hoek Noorderhagen"	52.2209	6.89816		"http://www.cinemacontext.nl/id/B000447"
"http://www.cinemacontext.nl/id/B000447"	"Apollo"				1910-12-01	1911-02-28	"Enschede"			"Haverstraatpassage 48 / hoek Noorderhagen"	52.2209	6.89816		"http://www.cinemacontext.nl/id/B000447"
"http://www.cinemacontext.nl/id/B000390"	"Dordtsch Bioscope Theater"	"Na de brand in december 1917 voortgezet als Luxor in het pand ernaast."			1910-12-10	1917-12-14	"Dordrecht"			"Vischstraat 6"	51.8134	4.66629		"http://www.cinemacontext.nl/id/B000390"
"http://www.cinemacontext.nl/id/B000390"	"Dordtsch Bioscope Theater"	"Na de brand in december 1917 voortgezet als Luxor in het pand ernaast."			1910-12-10	1917-12-14	"Dordrecht"			"Visstraat 6"	51.8134	4.66629		"http://www.cinemacontext.nl/id/B000390"
"http://www.cinemacontext.nl/id/B001112"	"Cinema Pathé"	"in Hotel Cosmopolitain"			1910-12-17	1912-08-31	"Vlissingen"			"Coosje Buskenstraat 144"	51.4444	3.57056		"http://www.cinemacontext.nl/id/B001112"
"http://www.cinemacontext.nl/id/B001112"	"Cinema Pathé"	"in Hotel Cosmopolitain"			1910-12-17	1912-08-31	"Vlissingen"			"Coosje Buskenstraat 52 (tot 1955)"	51.4444	3.57056		"http://www.cinemacontext.nl/id/B001112"
"http://www.cinemacontext.nl/id/B001259"	"Kunstmin"	"Kunstmin is een zaal van Sociëteit Ons Genoegen. Tussen 1910 en 1912 werden hier in het winterseizoen filmvoorstellingen gegeven, meestal alleen op zondag."			1910-12-26	1911-04-20	"Gouda"			"Boelekade 67"	52.0159	4.71041		"http://www.cinemacontext.nl/id/B001259"
"http://www.cinemacontext.nl/id/B000984"	"Sneeker Bioscoop"				1911-01-01	1925-12-31	"Sneek"			"Oosterdijk 8"	53.0335	5.66453		"http://www.cinemacontext.nl/id/B000984"
"http://www.cinemacontext.nl/id/B000201"	"Almelosche Bioscoop (Grotestraat 81)"	"Sinds 1919 na verbouwing gevestigd op Grootestraat 65."			1911-01-01	1918-12-31	"Almelo"			"Grotestraat 81"	52.3565	6.66486		"http://www.cinemacontext.nl/id/B000201"
"http://www.cinemacontext.nl/id/B000071"	"Americain Bioscoop"				1911-01-01	1913-04-25	"Amsterdam"			"Daniël Stalpertstraat 67"	52.3563	4.89031		"http://www.cinemacontext.nl/id/B000071"
"http://www.cinemacontext.nl/id/B000354"	"Modern"				1911-01-01	1915-12-31	"Delft"			"Verwersdijk 1"	52.014	4.35763		"http://www.cinemacontext.nl/id/B000354"
"http://www.cinemacontext.nl/id/B000359"	"Delfzijlster Bioscoop"				1911-01-01	1920-12-31	"Delfzijl"			"Marktstraat 11"	53.331	6.92836		"http://www.cinemacontext.nl/id/B000359"
"http://www.cinemacontext.nl/id/B000599"	"Eerste Hengeloosche Bioscoop"	"ook: Bioscoopsalon"			1911-01-01	1917-12-31	"Hengelo"			"Enschedesestraat 7"	52.2652	6.79396		"http://www.cinemacontext.nl/id/B000599"
"http://www.cinemacontext.nl/id/B000645"	"Harmonie"				1911-01-01	1914-12-31	"Hilversum"			"Herenstraat 12"	52.224	5.17629		"http://www.cinemacontext.nl/id/B000645"
"http://www.cinemacontext.nl/id/B000656"	"Stadsgehoorzaal"				1911-01-01	1912-12-31	"Kampen"			"Burgwal 84"	52.5584	5.91424		"http://www.cinemacontext.nl/id/B000656"
"http://www.cinemacontext.nl/id/B001282"	"Pathé Frères Bioscoop Moderne"	"Ieder weekend film. Gesloten in september-oktober 1911."			1911-01-01	1912-01-31	"Den Bosch"			"Jan Heinsstraat 2-4"	51.6929	5.30145		"http://www.cinemacontext.nl/id/B001282"
"http://www.cinemacontext.nl/id/B001572"	"Flora"				1911-01-01	1912-12-31	"Dordrecht"			"Steegoversloot 37"	51.8157	4.67052		"http://www.cinemacontext.nl/id/B001572"
"http://www.cinemacontext.nl/id/B001161"	"Wisseman Bioscoop"				1911-01-01	1946-12-31	"Winschoten"			"Langestraat 1"	53.1431	7.03871		"http://www.cinemacontext.nl/id/B001161"
"http://www.cinemacontext.nl/id/B001181"	"De Cycloop"				1911-01-01	1925-12-31	"IJmuiden"			"Visseringstraat"	52.4625	4.59027		"http://www.cinemacontext.nl/id/B001181"
"http://www.cinemacontext.nl/id/B001381"	"Cinophoon"				1911-01-01	1912-12-31	"Nijmegen"			"Keizer Karelplein"	51.8415	5.86068		"http://www.cinemacontext.nl/id/B001381"
"http://www.cinemacontext.nl/id/B001429"	"Hommerson &amp; Fils"				1911-01-01	1913-12-31	"Hilversum"			"Stationstraat 1"	52.2271	5.18053		"http://www.cinemacontext.nl/id/B001429"
"http://www.cinemacontext.nl/id/B001569"	"Varrenhorst"	"in 1911: Bioscoop Martin Frères"			1911-01-01	1914-12-31	"Steenwijk"			"Stationsstraat 2"	52.7879	6.12068		"http://www.cinemacontext.nl/id/B001569"
