"id"	"name"	"streetAddress"	"address.city.country"	"address.city.color"	"addressLocality"	"addressRegion"	"address.city.name"	"address.city.language"	"address.city.id"	"address.street"	"address.id"	"address.position"	"latitude"	"longitude"	"address.geoData"	"openingDate"	"closingDate"	"geoData"	"status"	"seatingRange"	"venueRank"	"venueLocation"	"venueType.0"	"activeCinemaWeight"	"activeCinemaWeightBand"	"revenuePotential"	"turnover"	"priceProxy"	"activeDays"	"top20PerYear"	"topProductionCounty"	"topProductionYear"	"hasVenueImages"
"c2e3c54c-20cd-11e9-8054-dc241e2d861b"	"Lucerna"	"Minska 19"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Minska 19"	"6dd54b08-20c7-11e9-8054-dc241e2d861b"		49.210526	16.585361	"49.210526, 16.585361"	1915	"till today"	"49.210526, 16.585361"	"State controlled"	"301 – 600"	"Minor"	"District"	"Cinema"	0.2517048099	"0.20 – 0.50"	318	3	1	323	51	"Soviet Union"	1951	1
"c2e3cb50-20cd-11e9-8054-dc241e2d861b"	"Lumir"	"Vyhon 1"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Vyhon 1"	"6dd54dc4-20c7-11e9-8054-dc241e2d861b"		49.225371	16.526657	"49.225371, 16.526657"	1927	1974	"49.225371, 16.526657"	"State controlled"	"301 – 600"	"Inactive"	"Suburb"	"Cinema"	0.0771736445	"Up To 0.10"	390		0.75					
"c2e3e8d8-20cd-11e9-8054-dc241e2d861b"	"Oko"	"Palackeho trida 29"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Palackeho trida 29"	"6dd55dd2-20c7-11e9-8054-dc241e2d861b"		49.221866	16.595619	"49.221866, 16.595619"	1911	2004	"49.221866, 16.595619"	"State controlled"	"301 – 600"	"Minor"	"Suburb"	"Cinema"	0.3133249968	"0.20 – 0.50"	395.85	3	1.05	324	21	"Soviet Union"	1951	1
"c2e40ca0-20cd-11e9-8054-dc241e2d861b"	"Sibir"	"Dukelska trida 52"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Dukelska trida 52"	"6dd569f8-20c7-11e9-8054-dc241e2d861b"		49.211529	16.633916	"49.211529, 16.633916"	1911	1968	"49.211529, 16.633916"	"State controlled"	"301 – 600"	"Minor"	"Suburb"	"Cinema"	0.4153841735	"0.20 – 0.50"	524.79	3	1.19	320	21	"Soviet Union"	1951	
"c2e3141c-20cd-11e9-8054-dc241e2d861b"	"S. Nicola"	"16 Corso Trieste"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"16 Corso Trieste"	"6dd4f0b8-20c7-11e9-8054-dc241e2d861b"		41.117155	16.893574	"41.117155, 16.893574"	1951	1956	"41.117155, 16.893574"	"Educational (from 1953 Commercial)"	"Under 300"	"Minor"	"Centre"	"Cinema"	0.0130601552	"Up To 0.10"	66	1	0.75	64		"USA"	1949	
"c2e31bb0-20cd-11e9-8054-dc241e2d861b"	"Arena S. Nicola"	"Via Porto Nuovo"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"Via Porto Nuovo"	"6dd4f450-20c7-11e9-8054-dc241e2d861b"		41.132575	16.869746	"41.132575, 16.869746"	"pre 1950s"	1959	"41.132575, 16.869746"	"Commercial "	"Under 300"	"Inactive"	"Centre"	"Open Air Cinema"	0.0189965894	"Up To 0.10"	96		0.75					
"c2e32880-20cd-11e9-8054-dc241e2d861b"	"Arena S. Pasquale"	"58 Via Carlo Pisacane"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"58 Via Carlo Pisacane"	"6dd4f932-20c7-11e9-8054-dc241e2d861b"		41.113873	16.876892	"41.113873, 16.876892"	1951	"after 1963"	"41.113873, 16.876892"	"Parish "	"301 – 600"	"Seasonal"	"District"	"Open Air Cinema"	0.0643113704	"Up To 0.10"	325	1	1	71	2	"USA"	1949	1
"c2e3b8a4-20cd-11e9-8054-dc241e2d861b"	"Letni kino Zimni stadion"	"Sportovni 2"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Sportovni 2"	"6dd54554-20c7-11e9-8054-dc241e2d861b"		49.211196	16.609464	"49.211196, 16.609464"	1948	1961	"49.211196, 16.609464"	"State controlled"	"1501+"	"Seasonal"	"District"	"Open Air Cinema"	0.833317056	"0.75 – 1.00"	4211.2	1	1.4	75	25	"Czechoslovakia"	1951	1
"c2e34e00-20cd-11e9-8054-dc241e2d861b"	"Terrazza Fiorita"	"117 Corso Cavour on the corner of Via Dante Alighieri"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"117 Corso Cavour on the corner of Via Dante Alighieri"	"6dd51304-20c7-11e9-8054-dc241e2d861b"		41.122407	16.87222	"41.122407, 16.872220"	"June 24th 1948"	1956	"41.122407, 16.872220"	"Commercial "	"Under 300"	"Seasonal"	"Centre"	"Open Air Cinema"	0.1187286839	"0.10 – 0.20"	600	4	3	51	1	"USA"	1950	
"c2e3891a-20cd-11e9-8054-dc241e2d861b"	"Dukla"	"Kounicova 22"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Kounicova 22"	"6dd53258-20c7-11e9-8054-dc241e2d861b"		49.203448	16.600279	"49.203448, 16.600279"	1923	1974	"49.203448, 16.600279"	"State controlled"	"301 – 600"	"Minor"	"District"	"Cinema"	0.1642255156	"0.10 – 0.20"	829.92	4	1.33	33	3	"Czechoslovakia"	1950	
"c2e38f0a-20cd-11e9-8054-dc241e2d861b"	"Hvezda"	"Svratecka 11"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Svratecka 11"	"6dd53546-20c7-11e9-8054-dc241e2d861b"		49.217556	16.553303	"49.217556, 16.553303"	1927		"49.217556, 16.553303"	"State controlled"	"Under 300"	"Inactive"	"Suburb"	"Cinema"	0.0415550394	"Up To 0.10"	210		0.75					
"c2e36336-20cd-11e9-8054-dc241e2d861b"	"Vittoria"	"not given"	"Italy"	"#7db4d3"	"Bari"	"Bari - Torre a Mare"	"bari"	"italian"	1	"not given"	"6dd51d4a-20c7-11e9-8054-dc241e2d861b"				"0, 0"	"before 1950"	"Feb-51"		"Commercial "	"601 – 900"	"Inactive"	"Suburb"	"Cinema"	0.101216203	"0.10 – 0.20"	511.5		0.75					
"c2e3ab66-20cd-11e9-8054-dc241e2d861b"	"Kohoutovice"	"Basneho 15"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Basneho 15"	"6dd5405e-20c7-11e9-8054-dc241e2d861b"		49.192765	16.535769	"49.192765, 16.535769"	1950	1964	"49.192765, 16.535769"	"State controlled"	"301 – 600"	"Inactive"	"Suburb"	"Cinema"	0.0771736445	"Up To 0.10"	390		0.75					
"c2ecce12-20cd-11e9-8054-dc241e2d861b"	"Lorensberg"	"Lorensbergsparken"	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Lorensbergsparken"	"6dd86c5c-20c7-11e9-8054-dc241e2d861b"		57.698394	11.979774	"57.698394, 11.979774"	1934	1987	"57.698394, 11.979774"	"Commercial"	"601 – 900"	"Major"	"Centre"	"Cinema"	2.0326350682	"2.00 – 5.00"	2568	14	3	344	6	"USA"	1952	1
"c2ecdb3c-20cd-11e9-8054-dc241e2d861b"	"Mignon"	"Linnégatan 64"	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Linnégatan 64"	"6dd87300-20c7-11e9-8054-dc241e2d861b"		57.692268	11.953144	"57.692268, 11.953144"	1941	1982	"57.692268, 11.953144"	"Commercial"	"Under 300"	"Minor"	"District"	"Cinema"	0.1440574698	"0.10 – 0.20"	182	6	1	358	22	"USA"	1950	1
"c2ecc548-20cd-11e9-8054-dc241e2d861b"	"Lillan"	"Kyrkogatan 19"	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Kyrkogatan 19"	"6dd86798-20c7-11e9-8054-dc241e2d861b"		57.705066	11.96699	"57.705066, 11.966990"	1935	1960	"57.705066, 11.966990"	"Commercial"	"Under 300"	"Minor"	"Centre"	"Cinema"	0.2522272161	"0.20 – 0.50"	318.66	5	1.13	358	8	"USA"	1952	
"c2e9d6da-20cd-11e9-8054-dc241e2d861b"	"Royal"	"Sleepstraat"	"Belgium"	"#65be4a"	"Gent"	"Gent"	"gent"	"dutch"	3	"Sleepstraat"	"6dd6d9fa-20c7-11e9-8054-dc241e2d861b"		51.06111	3.726066	"51.061110, 3.726066"	1914	1972	"51.061110, 3.726066"	"Commercial"	"601 – 900"	"Intermediate"	"District"	"Cinema"	0.8738431134	"0.75 – 1.00"	1104	7	1.38	352	34	"USA"	1951	1
"c2e348a6-20cd-11e9-8054-dc241e2d861b"	"Supercinema"	"143-147 Via Ravanas"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"143-147 Via Ravanas"	"6dd50d00-20c7-11e9-8054-dc241e2d861b"		41.123295	16.858659	"41.123295, 16.858659"	"Sep-24"	"1980s"	"41.123295, 16.858659"	"Commercial "	"901 – 1500"	"Major"	"Centre"	"Cinema"	2.1719433907	"2.00 – 5.00"	2744	1	1.96	345	25	"USA"	1951	
"c2ebdc14-20cd-11e9-8054-dc241e2d861b"	"Aveny"	"Kungsportsavenyn 25"	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Kungsportsavenyn 25"	"6dd6efe4-20c7-11e9-8054-dc241e2d861b"		57.6997293	11.975312	"57.6997293, 11.975312"	1939	1997	"57.6997293, 11.975312"	"Commercial"	"601 – 900"	"Major"	"Centre"	"Cinema"	1.6408304114	"1.00 – 2.00"	2073	10	3	355	3	"USA"	1952	1
"c2e794ce-20cd-11e9-8054-dc241e2d861b"	"Ideal"	"Wondelgemstraat"	"Belgium"	"#65be4a"	"Gent"	"Gent"	"gent"	"dutch"	3	"Wondelgemstraat"	"6dd5cbc8-20c7-11e9-8054-dc241e2d861b"		51.061458	3.710254	"51.061458, 3.710254"	1926	1968	"51.061458, 3.710254"	"Commercial"	"301 – 600"	"Intermediate"	"District"	"Cinema"	0.6787323096	"0.50 – 0.75"	857.5	7	1.75	352	4	"USA"	1950	1
"c2e77f84-20cd-11e9-8054-dc241e2d861b"	"Ganda"	"Bevrijdingslaan"	"Belgium"	"#65be4a"	"Gent"	"Gent"	"gent"	"dutch"	3	"Bevrijdingslaan"	"6dd5c3f8-20c7-11e9-8054-dc241e2d861b"		51.06228	3.699335	"51.062280, 3.699335"	1921	1964	"51.062280, 3.699335"	"Commercial"	"301 – 600"	"Minor"	"District"	"Cinema"	0.5441731345	"0.50 – 0.75"	687.5	7	1.25	350	4	"USA"	1950	1
"c2e97492-20cd-11e9-8054-dc241e2d861b"	"Rex"	"Koningin Maria Hendrikaplein"	"Belgium"	"#65be4a"	"Gent"	"Gent"	"gent"	"dutch"	3	"Koningin Maria Hendrikaplein"	"6dd6cf32-20c7-11e9-8054-dc241e2d861b"		51.037264	3.711658	"51.037264, 3.711658"	1933	1985	"51.037264, 3.711658"	"Commercial"	"601 – 900"	"Major"	"Centre"	"Cinema"	1.56246948	"1.00 – 2.00"	1974	7	2.82	360	17	"USA"	1951	1
"c2ebe286-20cd-11e9-8054-dc241e2d861b"	"Biorama"	"Södra Allégatan 2"	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Södra Allégatan 2"	"6dd731c0-20c7-11e9-8054-dc241e2d861b"		57.6997303	11.9552548	"57.6997303, 11.9552548"	1911	1989	"57.6997303, 11.9552548"	"Commercial"	"Under 300"	"Minor"	"District"	"Cinema"	0.0779156988	"Up To 0.10"	131.25	7	0.75	193		"USA"	1950	1
"c2eed5fe-20cd-11e9-8054-dc241e2d861b"	"Roxy"	"Fullhurst Avenue, 5"	"United Kingdom"	"#f69899"	"Leicester"	"Leicester"	"leicester"	"english"	5	"Fullhurst Avenue, 5"	"6dd8f938-20c7-11e9-8054-dc241e2d861b"		52.6193	-1.16017	"52.6193, -1.16017"	1936	1969	"52.6193, -1.16017"	"Commercial"	"1501+"	"Major"	"District"	"Cinema"	1.6242083956	"1.00 – 2.00"	2052	3	1.14	329	44	"USA"	1951	
"c2ee5ae8-20cd-11e9-8054-dc241e2d861b"	"Carlton"	"Gipsy Lane, 112"	"United Kingdom"	"#f69899"	"Leicester"	"Leicester"	"leicester"	"english"	5	"Gipsy Lane, 112"	"6dd8b6c6-20c7-11e9-8054-dc241e2d861b"		52.65498	-1.10766	"52.65498, -1.10766"	1938	1969	"52.65498, -1.10766"	"Commercial"	"901 – 1500"	"Intermediate"	"District"	"Cinema"	1.0321480253	"1.00 – 2.00"	1304	3	1	328	34	"USA"	1951	
"c2ed78bc-20cd-11e9-8054-dc241e2d861b"	"Saga"	"Sofiagatan 2 "	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Sofiagatan 2 "	"6dd8990c-20c7-11e9-8054-dc241e2d861b"		57.71803	12.015846	"57.718030, 12.015846"	1942	1964	"57.718030, 12.015846"	"Commercial"	"301 – 600"	"Intermediate"	"Suburb"	"Cinema"	0.7365531786	"0.50 – 0.75"	930.55	5	1.85	280	13	"USA"	1952	1
"c2ece190-20cd-11e9-8054-dc241e2d861b"	"Nya Teatern"	"Järntorget 8"	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Järntorget 8"	"6dd8768e-20c7-11e9-8054-dc241e2d861b"		57.699889	11.953905	"57.699889, 11.953905"	1925	1955	"57.699889, 11.953905"	"Commercial"	"601 – 900"	"Intermediate"	"District"	"Cinema"	0.810014573	"0.75 – 1.00"	1023.36	7	1.23	360	22	"USA"	1952	
"c2ee53c2-20cd-11e9-8054-dc241e2d861b"	"Cameo"	"High Street, 40-50"	"United Kingdom"	"#f69899"	"Leicester"	"Leicester"	"leicester"	"english"	5	"High Street, 40-50"	"6dd8b306-20c7-11e9-8054-dc241e2d861b"		52.63582	-1.13463	"52.63582, -1.13463"	1910	1976	"52.63582, -1.13463"	"Commercial"	"301 – 600"	"Minor"	"Centre"	"Cinema"	0.1442553509	"0.10 – 0.20"	364.5	3	0.75	116		"USA"	1950	1
"c2ed1a16-20cd-11e9-8054-dc241e2d861b"	"Royal"	"Kungsportsavenyn 45 "	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Kungsportsavenyn 45 "	"6dd890b0-20c7-11e9-8054-dc241e2d861b"		57.697799	11.978274	"57.697799, 11.978274"	1940	2008	"57.697799, 11.978274"	"Commercial"	"301 – 600"	"Intermediate"	"District"	"Cinema"	1.127922497	"1.00 – 2.00"	1425	8	2.85	359	13	"Sweden"	1952	1
"c2ed1fde-20cd-11e9-8054-dc241e2d861b"	"Röda Lyktan"	"Södra Allégatan 6 "	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Södra Allégatan 6 "	"6dd89362-20c7-11e9-8054-dc241e2d861b"		57.699274	11.9581	"57.699274, 11.958100"	1929	1960	"57.699274, 11.958100"	"Commercial"	"301 – 600"	"Minor"	"District"	"Cinema"	0.3427301342	"0.20 – 0.50"	433	7	1	273	14	"USA"	1950	
"c2e4507a-20cd-11e9-8054-dc241e2d861b"	"Svoboda"	"Hlinky 5"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Hlinky 5"	"6dd58f5a-20c7-11e9-8054-dc241e2d861b"		49.190604	16.590768	"49.190604, 16.590768"	1911	1962	"49.190604, 16.590768"	"State controlled"	"Under 300"	"Minor"	"District"	"Cinema"	0.2374573678	"0.20 – 0.50"	300	3	1	319	21	"Soviet Union"	1951	1
"c2e42aa0-20cd-11e9-8054-dc241e2d861b"	"Slovan"	"Stolcova 6"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Stolcova 6"	"6dd56ffc-20c7-11e9-8054-dc241e2d861b"		49.189602	16.635529	"49.189602, 16.635529"	1929	1970	"49.189602, 16.635529"	"State controlled"	"301 – 600"	"Minor"	"Suburb"	"Cinema"	0.4036775252	"0.20 – 0.50"	510	3	1	323	45	"Soviet Union"	1951	
"c2ef450c-20cd-11e9-8054-dc241e2d861b"	"Elbe Lichtspiele"	"Karl Schmidt Str. 7"	"Germany"	"#fce267"	"Magdeburg"	"Magdeburg"	"magdeburg"	"german"	6	"Karl Schmidt Str. 7"	"6dd9211a-20c7-11e9-8054-dc241e2d861b"		52.106384	11.637173	"52.106384, 11.637173"	1932	"1959+"	"52.106384, 11.637173"	"State controlled"	"Under 300"	"Minor"	"District"	"Cinema"	0.2276741242	"0.20 – 0.50"	287.64	5	1.02	326	55	"Czechoslovakia"	1951	
"c2e45d72-20cd-11e9-8054-dc241e2d861b"	"Vesmir"	"Stromovka 6"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Stromovka 6"	"6dd59964-20c7-11e9-8054-dc241e2d861b"		49.208954	16.551345	"49.208954, 16.551345"	1930	1978	"49.208954, 16.551345"	"State controlled"	"Under 300"	"Inactive"	"Suburb"	"Cinema"	0.0333924423	"Up To 0.10"	168.75		0.75					
"c2e462fe-20cd-11e9-8054-dc241e2d861b"	"Vitez"	"Bohunicka"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Bohunicka"	"6dd59d2e-20c7-11e9-8054-dc241e2d861b"		49.163079	16.598676	"49.163079, 16.598676"	1928	1975	"49.163079, 16.598676"	"State controlled"	"Under 300"	"Inactive"	"Suburb"	"Cinema"	0.0326503881	"Up To 0.10"	165		0.75					
"c2ecf612-20cd-11e9-8054-dc241e2d861b"	"Palladium"	"Lilla Nygatan 2 (Kungsportsplatsen) "	"Sweden"	"#b28ed8"	"Göteborg"	"Göteborg"	"gothenburg"	"swedish"	4	"Lilla Nygatan 2 (Kungsportsplatsen) "	"6dd87f4e-20c7-11e9-8054-dc241e2d861b"		57.704469	11.970683	"57.704469, 11.970683"	1919	2008	"57.704469, 11.970683"	"Commercial"	"901 – 1500"	"Major"	"Centre"	"Cinema"	2.3475351989	"2.00 – 5.00"	2965.84	7	2.83	354	6	"USA"	1951	1
"c2eea7aa-20cd-11e9-8054-dc241e2d861b"	"Odeon"	"Rutland Street"	"United Kingdom"	"#f69899"	"Leicester"	"Leicester"	"leicester"	"english"	5	"Rutland Street"	"6dd8e312-20c7-11e9-8054-dc241e2d861b"		52.63521	-1.12697	"52.63521, -1.12697"	1938	1997	"52.63521, -1.12697"	"Commercial"	"1501+"	"Elite"	"Centre"	"Cinema"	4.7491473557	"2.00 – 5.00"	6000	3	3	364	12	"USA"	1952	1
"c2eee918-20cd-11e9-8054-dc241e2d861b"	"Shaftesbury Picture House"	"Overton Road, 6/Uppingham Road"	"United Kingdom"	"#f69899"	"Leicester"	"Leicester"	"leicester"	"english"	5	"Overton Road, 6/Uppingham Road"	"6dd90d4c-20c7-11e9-8054-dc241e2d861b"		52.64251	-1.10402	"52.64251, -1.10402"	1914	1962	"52.64251, -1.10402"	"Commercial"	"601 – 900"	"Intermediate"	"District"	"Cinema"	0.9545786185	"0.75 – 1.00"	1206	2	1.5	362	26	"USA"	1951	1
"c2ef1fbe-20cd-11e9-8054-dc241e2d861b"	"Star Picture House"	"Belgrave Gate"	"United Kingdom"	"#f69899"	"Leicester"	"Leicester"	"leicester"	"english"	5	"Belgrave Gate"	"6dd912ec-20c7-11e9-8054-dc241e2d861b"		52.641179	-1.129632	"52.641179, -1.129632"	"-"	"-"	"52.641179, -1.129632"	"Commercial"	"301 – 600"	"Inactive"	"Centre"	"Cinema"	0.0742054274	"Up To 0.10"	375		0.75					
"c2ef4a66-20cd-11e9-8054-dc241e2d861b"	"Gloria Lichtspiele"	"Am Schöppensteg 94"	"Germany"	"#fce267"	"Magdeburg"	"Magdeburg"	"magdeburg"	"german"	6	"Am Schöppensteg 94"	"6dd92390-20c7-11e9-8054-dc241e2d861b"		52.165222	11.649646	"52.165222, 11.649646"	1941	1954	"52.165222, 11.649646"	"State controlled"	"601 – 900"	"Intermediate"	"District"	"Cinema"	0.9261787173	"0.75 – 1.00"	1170.12	6	1.47	336	53	"Soviet Union"	1951	1
"c2ef5aba-20cd-11e9-8054-dc241e2d861b"	"Linden Lichtspiele"	"Alt Diesdorf 7"	"Germany"	"#fce267"	"Magdeburg"	"Diesdorf"	"magdeburg"	"german"	6	"Alt Diesdorf 7"	"6dd92c5a-20c7-11e9-8054-dc241e2d861b"		52.130597	11.566215	"52.130597, 11.566215"	1930	"1959+"	"52.130597, 11.566215"	"State controlled"	"Under 300"	"Minor"	"Suburb"	"Cinema"	0.1608120659	"0.10 – 0.20"	270.89	5	1.03	252	33	"Soviet Union"	1951	
"c2ef79c8-20cd-11e9-8054-dc241e2d861b"	"Palast-Theater Sudenburg"	"Braunschweiger Str. 25"	"Germany"	"#fce267"	"Magdeburg"	"Magdeburg"	"magdeburg"	"german"	6	"Braunschweiger Str. 25"	"6dd98e98-20c7-11e9-8054-dc241e2d861b"		52.112636	11.599209	"52.112636, 11.599209"	1926	1953	"52.112636, 11.599209"	"State controlled"	"901 – 1500"	"Intermediate"	"District"	"Cinema"	1.0215099352	"1.00 – 2.00"	1290.56	5	1.09	291	53	"Czechoslovakia"	1951	
"c2efc3b0-20cd-11e9-8054-dc241e2d861b"	"Volkslichtspiele"	"Halberstädter Str. 59"	"Germany"	"#fce267"	"Magdeburg"	"Magdeburg"	"magdeburg"	"german"	6	"Halberstädter Str. 59"	"6dd9a57c-20c7-11e9-8054-dc241e2d861b"		52.113576	11.609451	"52.113576, 11.609451"	1946	"1959+"	"52.113576, 11.609451"	"State controlled"	"301 – 600"	"Minor"	"District"	"Cinema"	0.4147588691	"0.20 – 0.50"	524	8	1	350	29	"Soviet Union"	1951	
"c2f06ac2-20cd-11e9-8054-dc241e2d861b"	"Rex"	"1e Middellandstraat 115a"	"Netherlands"	"#e791ce"	"Rotterdam"	"Rotterdam"	"rotterdam"	"dutch"	7	"1e Middellandstraat 115a"	"6dd9da60-20c7-11e9-8054-dc241e2d861b"		51.918544	4.459749	"51.918544, 4.459749"	1943	1996	"51.918544, 4.459749"	"Commercial"	"301 – 600"	"Minor"	"Centre"	"Cinema"	0.366349227	"0.20 – 0.50"	462.84	7	1.33	345	6	"USA"	1950	1
"c2f071e8-20cd-11e9-8054-dc241e2d861b"	"Scala"	"Westblaak 18"	"Netherlands"	"#e791ce"	"Rotterdam"	"Rotterdam"	"rotterdam"	"dutch"	7	"Westblaak 18"	"6dd9dd12-20c7-11e9-8054-dc241e2d861b"		51.917166	4.47885	"51.917166, 4.478850"	1957	1958	"51.917166, 4.478850"	"Commercial"	"901 – 1500"	"Inactive"	"Centre"	"Cinema"	0.2226162823	"0.20 – 0.50"	1125		0.75					1
"c2f0871e-20cd-11e9-8054-dc241e2d861b"	"Passage"	"Passage 9"	"Netherlands"	"#e791ce"	"Rotterdam"	"Schiedam"	"rotterdam"	"dutch"	7	"Passage 9"	"6dd9e5e6-20c7-11e9-8054-dc241e2d861b"		51.91531	4.40121	"51.91531, 4.40121"	1933	1982	"51.91531, 4.40121"	"Commercial"	"901 – 1500"	"Major"	"District"	"Cinema"	1.3610264797	"1.00 – 2.00"	1719.5	5	1.81	348	31	"USA"	1952	1
"c2e21e7c-20cd-11e9-8054-dc241e2d861b"	"Margherita"	"Lungomare C. Colombo (then 3 Piazza IV Novembre)"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"Lungomare C. Colombo (then 3 Piazza IV Novembre)"	"6dd49384-20c7-11e9-8054-dc241e2d861b"		41.126239	16.872301	"41.126239, 16.872301"	1914	1979	"41.126239, 16.872301"	"Commercial "	"1501+"	"Elite"	"Centre"	"Cinema"	3.6726739551	"2.00 – 5.00"	4640	5	2.9	350	10	"USA"	1952	1
"c2e0b00a-20cd-11e9-8054-dc241e2d861b"	"Aurora"	"112 Via Napoli, in 1953-4 moved in 214 Via Napoli"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"112 Via Napoli, in 1953-4 moved in 214 Via Napoli"	"6dd40284-20c7-11e9-8054-dc241e2d861b"		41.127053	16.859694	"41.127053, 16.859694"	"before 1947"	"2000s"	"41.127053, 16.859694"	"Commercial (from 1953 Workers' Corporate Recreational Club)"	"Under 300"	"Minor"	"Suburb"	"Cinema - Theatre"	0.2896979887	"0.20 – 0.50"	366	1	1.22	276	9	"USA"	1949	
"c2e11914-20cd-11e9-8054-dc241e2d861b"	"Galleria"	"Via C. Rosselli (now 15-17 Corso Italia)"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"Via C. Rosselli (now 15-17 Corso Italia)"	"6dd46a44-20c7-11e9-8054-dc241e2d861b"		41.118964	16.868566	"41.118964, 16.868566"	"February 8th 1948"	"in use"	"41.118964, 16.868566"	"Commercial "	"1501+"	"Elite"	"Centre"	"Cinema"	4.1555039362	"2.00 – 5.00"	5250	4	3	332	11	"USA"	1952	1
"c2e3a472-20cd-11e9-8054-dc241e2d861b"	"Jas"	"Dukelska trida 11"	"Czech Republic"	"#cdd28f"	"Brno"	"Brno"	"brno"	"czech"	2	"Dukelska trida 11"	"6dd53dfc-20c7-11e9-8054-dc241e2d861b"		49.213227	16.63614	"49.213227, 16.636140"	1929		"49.213227, 16.636140"	"State controlled"	"301 – 600"	"Minor"	"Suburb"	"Cinema"	0.4899853632	"0.20 – 0.50"	619.04	4	1.06	317	49	"Soviet Union"	1951	1
"c2e2a356-20cd-11e9-8054-dc241e2d861b"	"Postelegrafonici"	"222 Via S. Visconti"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"222 Via S. Visconti"	"6dd4b08a-20c7-11e9-8054-dc241e2d861b"		41.119217	16.86365	"41.119217, 16.863650"	1925	"1980s"	"41.119217, 16.863650"	"Workers' Corporate Recreational Club"	"Under 300"	"Minor"	"Centre"	"Cinema"	0.1038875984	"0.10 – 0.20"	262.5	1	1.25	146	8	"USA"	1951	
"c2e1f730-20cd-11e9-8054-dc241e2d861b"	"Japigia"	"142/D Corso Sonnino, on the corner of Via Corfù"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"142/D Corso Sonnino, on the corner of Via Corfù"	"6dd4852e-20c7-11e9-8054-dc241e2d861b"		41.118582	16.88485	"41.118582, 16.884850"	1952	"in use as theatre"	"41.118582, 16.884850"	"Commercial "	"601 – 900"	"Intermediate"	"Centre"	"Cinema"	0.6634677585	"0.50 – 0.75"	1676.43	2	1.89	128	9	"USA"	1952	1
"c2e2b012-20cd-11e9-8054-dc241e2d861b"	"Arena Postelegrafonici"	"222 Via S. Visconti"	"Italy"	"#7db4d3"	"Bari"	"Bari city"	"bari"	"italian"	1	"222 Via S. Visconti"	"6dd4b684-20c7-11e9-8054-dc241e2d861b"		41.119217	16.86365	"41.119217, 16.863650"	1951	1954	"41.119217, 16.863650"	"Workers' Corporate Recreational Club "	"601 – 900"	"Seasonal"	"Centre"	"Open Air Cinema"	0.3421364908	"0.20 – 0.50"	864.5	1	1.33	125	9	"Italy"	1950	
